Ord.,lengthUrl,domainAge,anchorUrl,abnormalURL,requestUrl,domainRegisterAge,httpsToken,haveSubdomain,hasMD5,hasSHA1,hasYara,hasSHA256,hasDateTime,hasDomain,hasHostname,hasIPDst,hasIPSrc,Columna9,Columna10,Columna11,Columna12,Columna5,Columna6,Columna7,Columna8,Columna3,Columna4,Columna2,Columna1,result
27105,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,-1,1,1,1
27106,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,1
27107,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0
27108,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,0
27109,-1,-1,-1,0,-1,1,-1,-1,0,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,1,1,0
27110,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,0,0
27111,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,0,0
27112,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0
27113,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1,-1,0,0
27114,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,1
27115,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,0,0
27116,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1
27117,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,0,1
27118,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1
27119,1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,0,1,1,1,-1,1,1,0,0
27120,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,1
27121,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,1,0
27122,1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,0,0
27123,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,0
27124,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1
27125,-1,-1,-1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0
27126,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,-1,1,-1,1,-1,0,1
27127,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,1,0,1
27128,-1,-1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,-1,0,0
27129,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,0
27130,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,0,1
27131,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,1,1
27132,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,0
27133,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,0
27134,-1,-1,-1,-1,-1,1,0,-1,0,1,-1,-1,-1,1,1,1,-1,1,-1,0,-1,0,1,-1,-1,-1,1,1,0,0
27135,-1,0,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,1,1,1,0,-1
27136,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,1,1,0,1
27137,-1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,1,1
27138,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,0
27139,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,0,-1,0,1,-1,1,-1,1,-1,0,0
27140,-1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,0,0
27141,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,1,1
27142,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,-1,1,0
27143,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0
27144,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,-1,1,0
27145,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,0,-1,0,1,-1,1,1,1,1,1,-1
27146,-1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,1,1,0,0
27147,-1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,0
27148,1,-1,-1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
27149,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,-1,1,1,1,0,0
27150,1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,0
27151,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
27152,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,-1,0
27153,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,0
27154,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,-1,1
27155,-1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,0,0
27156,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,-1,0,0
27157,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,0,1
27158,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,0
27159,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,-1,0,1
27160,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
27161,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
27162,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,0,1
27163,1,1,-1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,-1,0
27164,1,-1,1,1,-1,1,1,1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,0,1,1,1,-1,-1,1,-1,0
27165,-1,-1,1,1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,0
27166,-1,-1,1,1,-1,1,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,-1
27167,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,-1,0,1
27168,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,-1,-1,0,1
27169,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1
27170,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,0,0
27171,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,0
27172,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,1,-1,1,-1,1,1,1,-1
27173,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,0
27174,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,0,1
27175,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,0,1
27176,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1
27177,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,-1,1,0,0
27178,-1,-1,1,1,-1,-1,1,-1,0,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,-1,1
27179,1,-1,1,1,-1,1,0,-1,0,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,0
27180,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,0
27181,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,1,0,0
27182,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,0,0
27183,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,-1,1,1,-1,-1,1
27184,-1,1,1,-1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,-1,0,-1,1,1,-1,1,-1,-1,1,-1,0
27185,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,-1,1,1,-1,-1,1
27186,1,1,-1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,-1,1,-1,0
27187,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0
27188,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,1
27189,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,-1,0
27190,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
27191,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,0
27192,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,0,0
27193,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0
27194,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,-1,0,0
27195,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,1,-1,-1,1,1
27196,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1
27197,-1,-1,1,1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,1
27198,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,0,1,1,-1,1,-1,1,1,1,0,1
27199,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,-1,1,0,1
27200,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,0
27201,-1,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,-1,1,0,1
27202,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1
27203,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,-1,-1,1,-1,-1,0,-1
27204,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,0
27205,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,0,0
27206,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,0
27207,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,0
27208,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,0
27209,1,0,-1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,0,1,1,-1,1,1,-1,-1,-1,1,-1,0
27210,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0
27211,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,1,1,0,0
27212,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,-1,1,-1,1,1,1,1
27213,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,1,-1,1,0
27214,1,-1,1,1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,-1
27215,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1
27216,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,1,-1,1,1,1,1,1
27217,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,1,-1
27218,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,-1,0,-1
27219,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,0,1
27220,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,1,0,0
27221,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,0,0
27222,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,0
27223,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,0
27224,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,-1,0,1
27225,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,0,0
27226,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,-1,1,0,1
27227,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,-1,-1,1,0
27228,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,1,1
27229,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,0,0
27230,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
27231,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,0,1,-1,1,-1,1,-1,-1,1,0,0
27232,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,1,0,1
27233,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1
27234,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,0
27235,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,1
27236,1,-1,-1,1,-1,1,0,-1,0,1,1,1,-1,1,1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,1,-1,0
27237,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,0,1
27238,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,0
27239,-1,-1,1,0,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,-1,1,1,-1,1,1,0
27240,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,0
27241,-1,1,1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,1
27242,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,1,1,-1
27243,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,0
27244,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,0
27245,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0
27246,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
27247,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,1,1,1,-1,1,0,1
27248,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,0,0
27249,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,0,1
27250,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,1,1,1,1
27251,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0
27252,-1,0,-1,0,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,-1,0,1
27253,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,-1,0,1
27254,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,1,-1,0,0,1,1,-1,-1,-1,1,1,1,0,1
27255,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1
27256,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0
27257,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,0,0
27258,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
27259,1,-1,1,1,-1,-1,0,1,0,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1,-1,1,1,1,1,1
27260,-1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,-1
27261,-1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,-1,-1,1,-1,-1
27262,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1,0,0
27263,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,0,1
27264,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,0,-1,-1,1,1,1,-1,1,1,0,0
27265,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,1,1,1,1
27266,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
27267,1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0
27268,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,-1,0
27269,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,0,0
27270,-1,-1,1,1,-1,1,0,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,-1,-1,1,1,0
27271,-1,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,-1,0,1
27272,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,-1,1,1,1
27273,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,0
27274,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,1,0
27275,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,1
27276,-1,-1,-1,-1,-1,1,0,-1,0,1,-1,-1,-1,1,1,1,-1,1,-1,0,-1,0,1,-1,-1,-1,1,1,0,0
27277,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,0,0
27278,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,0,1,-1,1,1,1,1,1,0
27279,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,1,0,1
27280,1,-1,1,0,-1,1,-1,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,1,-1,-1,0,1
27281,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1
27282,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,0,1,-1,1,1,-1,-1,1,1
27283,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,0,0
27284,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,1
27285,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,0
27286,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,-1,-1,1,1,0
27287,-1,-1,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
27288,1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,0
27289,1,-1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,0,0
27290,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0
27291,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0
27292,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1
27293,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,0,1
27294,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,0,1
27295,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,-1,1,1,1,0,0
